Time,Anxiety
0.0,-0.8555516533593749
1.2999999523162842,-0.8555516533593749
2.5999999046325684,-0.8555516533593749
3.8999998569488525,-0.8555516533593749
5.199999809265137,-0.912325653359375
6.499999761581421,-1.048516403359375
7.799999713897705,-1.1927166533593752
9.09999966621399,-1.276680153359375
10.399999618530273,-1.2413686533593753
11.699999570846558,-1.2060746533593751
12.999999523162842,-1.181307153359375
14.299999475479126,-1.152063403359375
15.59999942779541,-1.083388403359375
16.899999380111694,-1.0090226533593751
18.19999933242798,-0.929980903359375
19.499999284744263,-0.946223153359375
20.799999237060547,-0.981001403359375
22.09999918937683,-0.9826314033593748
23.399999141693115,-0.9135071533593748
24.6999990940094,-0.905626153359375
25.999999046325684,-0.905626153359375
27.299998998641968,-0.905626153359375
28.599998950958252,-0.829695153359375
29.899998903274536,-0.588762903359375
31.19999885559082,-0.571249153359375
32.499998807907104,-0.566094403359375
33.79999876022339,-0.4755799033593749
35.09999871253967,-0.4381941533593749
36.39999866485596,-0.3893931533593749
37.69999861717224,-0.4185231533593749
38.999998569488525,-0.260972403359375
40.29999852180481,-0.231002653359375
41.599998474121094,-0.275764153359375
42.89999842643738,-0.320267403359375
44.19999837875366,-0.485388653359375
45.499998331069946,-0.784038403359375
46.79999828338623,-0.7931536533593749
48.099998235702515,-0.7502571533593749
49.3999981880188,-0.719603403359375
50.69999814033508,-0.680512153359375
51.99999809265137,-0.677135153359375
53.29999804496765,-0.677135153359375
54.599997997283936,-0.677135153359375
55.89999794960022,-0.680120653359375
57.199997901916504,-0.672463903359375
58.49999785423279,-0.672185153359375
59.79999780654907,-0.593666653359375
61.099997758865356,-0.4281841533593749
62.39999771118164,-0.416812153359375
63.699997663497925,-0.403977903359375
64.99999761581421,-0.403977903359375
66.2999975681305,-0.389717403359375
67.59999752044678,-0.377292403359375
68.89999747276306,-0.339029903359375
70.19999742507935,-0.287740653359375
71.49999737739563,-0.2939806533593749
72.79999732971191,-0.302536903359375
74.0999972820282,-0.352193403359375
75.39999723434448,-0.416525403359375
76.69999718666077,-0.430839903359375
77.99999713897705,-0.480968903359375
79.29999709129333,-0.484048403359375
80.59999704360962,-0.483769903359375
81.8999969959259,-0.4865466533593749
83.19999694824219,-0.5312426533593749
84.49999690055847,-0.550763153359375
85.79999685287476,-0.563962403359375
87.09999680519104,-0.560898153359375
88.39999675750732,-0.5593649033593749
89.69999670982361,-0.530487903359375
90.99999666213989,-0.516584153359375
92.29999661445618,-0.516584153359375
93.59999656677246,-0.505304903359375
94.89999651908875,-0.499424403359375
96.19999647140503,-0.472601153359375
97.49999642372131,-0.451510403359375
98.7999963760376,-0.451510403359375
100.09999632835388,-0.4413244033593749
101.39999628067017,-0.429005903359375
102.69999623298645,-0.4081081533593749
103.99999618530273,-0.3831676533593749
105.29999613761902,-0.3018031533593749
106.5999960899353,-0.256100403359375
107.89999604225159,-0.239136903359375
109.19999599456787,-0.200668903359375
110.49999594688416,-0.195762903359375
111.79999589920044,-0.211708903359375
113.09999585151672,-0.112222153359375
114.39999580383301,-0.059051903359375
115.69999575614929,-0.027561153359375
116.99999570846558,-0.010948403359375
118.29999566078186,0.140080346640625
119.59999561309814,0.2359353466406249
120.89999556541443,0.229387596640625
122.19999551773071,0.204395846640625
123.499995470047,0.087496846640625
124.79999542236328,-0.118402403359375
126.09999537467957,-0.328479403359375
127.39999532699585,-0.417089153359375
128.69999527931213,-0.404704903359375
129.99999523162842,-0.3956989033593749
131.2999951839447,-0.393206903359375
132.599995136261,-0.3805289033593749
133.89999508857727,-0.361106153359375
135.19999504089355,-0.325956153359375
136.49999499320984,-0.325956153359375
137.79999494552612,-0.325956153359375
139.0999948978424,-0.325956153359375
140.3999948501587,-0.325956153359375
141.69999480247498,-0.320608653359375
142.99999475479126,-0.3188264033593749
144.29999470710754,-0.347346653359375
145.59999465942383,-0.3433354033593749
146.8999946117401,-0.325956153359375
